date_posted;link;price;city;subregion;region;state;post_text;price_list;posts_scraped_on;len_of_price_list
2022-01-19T14:52:43-0700;https://fortcollins.craigslist.org/lss/d/loveland-tutor-math-general/7435056400.html;30.0;no city found;no subregion found;fortcollins;Colorado;"




Hi, I’m Bella Ruiz.  I have worked in education for 10 years, specializing in Math, Art, and Special Education classrooms.  I am patient and fun.  My other passions include yoga, the outdoors, reading, and art.  I have a bachelor’s degree in Biology.
I provide you a creative, and supportive environment like no other.  With me as your tutor, you will see yourself succeed.  My students become more confident.  We will work and have fun learning together.
I can help you with
1)	General Students in Math grades K to 6th
2)     Students with Special Needs with any subject
3)     Potentially other subjects on a case by case basis K to 6th only!
I have been complimented that “all my students were engaged and learning.”  I am willing to meet at Loveland Public Library or via Zoom.  If you need in home lessons, please meet first at the Library to go over subject, materials, and get to know each other.  Then, we discuss in home lessons.

I have traveled extensively and love meeting new people and experiencing new cultures.
My rates is $35/hr, however, after 5 lessons, the rate discount price is $25/hr.
Availability: 6 am to 3:30 pm M to F, 9 am to 3:30 pm Sa and Sun
    ";[35, 25];2022-02-11;2
2022-01-23T20:28:35-0500;https://newlondon.craigslist.org/lss/d/windsor-isee-lower-middle-upper-tutor/7436792399.html;;Connecticut/New York;no subregion found;easternct;Connecticut;"




Dear Parent(s)/Guardian(s)

I'm Peter, a certified ISEE Tutor, and I teach the complete test: quantitative, math, reading, verbal, and the essay. 

Previously, I taught with Varsity Tutors, Huntington Learning Center, Tutor Me, and many other distinguished learning centers. Now, I offer my expertise to help your child, successfully, pass their test the first time.

Also, I have proven expertise teaching students with ADHD and dyslexia

Class availability: Monday - Saturday, 9:00am - 8:00pm EST
Sessions (minimum 3): either 2 hours each (recommended) or one hour each
Online platform: Zoom (preferably, but can use other)

Your child will get the following:

. A FREE ISEE test assessment (one hour) that targets all weak areas.
. Easy lessons to remedy weak areas.
. Exercises to practice at home.
. Test taking strategies in ALL areas.
. In class or take-at-home practice ISEE tests to monitor learning progression.
. All state-of-the-art online, verbal, and written class teaching tools are from accredited, educational sources.
. One designated tutor, which will always be me.

To schedule the free, online ISEE test assessment, phone/text 347-602-2191. 

My Reviews:

""Peter was fantastic. Our son was preparing for the SSAT test and he did a very diligent job reviewing my son's diagnostic test scores and other information. He put together specific lesson plans that were targeted at areas to get the most out of tutoring time and he also put together ""homework"" do to in between sessions. Great job!"" - Bruce,  Derek's Dad

""James has learned a lot in the few sessions that he's had with Peter. Thank you!!"" - Paulomi, James's Mother

""I really liked the way that he told me something and then if I didn't know it the first time he tried to explain it to me a
different way."" - Nora, Student

""No matter if my son is ready to work or not, Mr. Peter makes sure that he gets exactly what he needs during his session! He is motivating and my son is willing to work hard for him...which can be tough when you are working with a 7-year-old with ADHD who doesn't like to read!! Thank you Mr. Peter!"" - Deanna, William's Mother
";[];2022-02-11;0
2022-02-04T10:27:11-0500;https://hartford.craigslist.org/lss/d/hartford-teach-math-reading-science-one/7441608709.html;19.0;Proven Results;no subregion found;hartford;Connecticut;"




Hi! 
I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! 

I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. 

Call or text me 404-905-5360
I teach all subjects K-12
Thanks
";[19];2022-02-11;1
2022-01-21T23:03:24-0500;https://hartford.craigslist.org/lss/d/willington-md-tutor-for-biology/7436049950.html;;Eastern Ct/Uconn/Mcc;no subregion found;hartford;Connecticut;"




I am a retired physician, MD and BS in Chemistry and Mathematics with honors.  I have taught undergraduate and graduate students one-on-one for over 25 years.  I am a retired Assistant Professor of Family Medicine from UCONN and Yale, and I was awarded teacher-of-the-year at UCONN a few years back.

I am under contract with a major college-level tutoring and textbook company to make instructional Biochem and Genetics videos and offer one-on-one tutoring online.  (You've probably heard of them.)

High School:  Biology, AP Biology, Chemistry, SAT Math/Science
Undergraduate: Anatomy and Physiology, Microbiology, Pharmacology, Biochemistry
BSN and APRN: pre-clinical sciences.

I recently took an SAT qualifying exam for an online tutoring company:  AP Biology perfect score, BC Calculus 99%, SAT Math 99%.  

I work via Zoom videoconferencing - I can share a white board, collaborate on your homework assignments, offer PowerPoint presentations.  You can work at home, your dorm room, study area, anywhere you have internet.

FIRST SESSION - bring your course materials, notes, homework, see if we match.  Free introductory lesson (30min).

I am available most evenings and weekends.  I am currently working with undergraduate and graduate students from Beijing, Perth, Australia, Poland, Puerto Rico, Texas, Simmons University, and Columbia University.
    ";[];2022-02-11;0
2022-02-04T11:47:42-0500;https://hartford.craigslist.org/lss/d/manchester-20-hour-online-academic/7441651016.html;20.0;Worldwideweb;no subregion found;hartford;Connecticut;"




Yes, you read right! I--Mr. C--am offering academic tutorials at only $20 (twenty dollars) an hour, per person!

Let me help you catch up with your grades/study skills, assist you with assignments/homework, get you well prepared for tests/exams and put you ahead of your classmates!

The tutorials will take place remotely--online--via Zoom or Google Meet web/virtual meetings. I will furnish you with an invitation link to automatically join the meetings.
All you need is a camera-and-audio equipped computer/ipad/tablet/smart-phone, with reliable/stable internet connection.
You choose how many hours (per week) you'd want to be tutored for, and we'll work out mutually appropriate times for daily sessions.
I collect payments weekly and remotely, via Zelle/bank-to-bank transactions or through PayPal.

I tutor kindergarten to 12th graders in: math, reading, writing, science, social studies, homework-help, assignments/projects, test-preparation, computer use / internet research, and general study skills.
I also tutor college level reading, essay-writing, research process, proper in-text citations/referencing/bibliography, study-skills/time management, and remedial math (arithmetic to algebra).
Plus, I can tutor adult continuing education, and ESL (English as a second language) learners.

ALL AT ONLY $20 AN HOUR!

I hold a Bachelor's degree with a GPA of 3.89 (credentials and references will be provided upon request) and hope to pursue a Master's soon. I have been an academic instructor/tutor since 2009.

Just bring yourself and study materials online to Zoom/Google Meet and I'll take it from there.

If you are interested, have any questions, or require more details, please, reply to Mr. C through (this craigslist) email, and I will get back to you as soon as possible.

I guarantee, I won't let you fail!

Please, get the vaccine shot(s), continue to wear a mask, social distance and stay safe!
";[20, 20];2022-02-11;2
2022-01-16T17:39:58-0500;https://hartford.craigslist.org/lss/d/cromwell-earth-science-foreign-language/7433748408.html;22.0;Middlesex Co.;no subregion found;hartford;Connecticut;"




Services offered for help in the earth sciences, foreign languages (French, Spanish, German, Italian), some math, project work. 3 degrees. Lots of resources. Avail in middlesex co. +/-.  Grammar school to adult. Online/in-person/library.  Background checked/mandatory reporter.  Helping out w/ pandemic because of staff shortages or incompatible school formats in order to make up deficits or polish off adequate skills. Serving middletown & nearby surroundings. $22-25/70 min.  Groups of 2 or 3 same subject welcome w/ some price flexibility.
";[22];2022-02-11;1
2022-01-25T14:24:07-0500;https://newhaven.craigslist.org/lss/d/new-haven-experienced-tutor-online-math/7437517288.html;37.5;New Haven;no subregion found;newhaven;Connecticut;"




I work with students of all experiences and ages!

Who: Pauly G
What: Math, standardized testing (math sections only), physics 
Where: Online via Zoom
When: Weekday and weekend availability
Contact: Text 425-780-6420, reply via email, or www.paulystutoring.com/contact

Instant Booking:

Schedule tutoring instantly! See www.paulystutoring.com/appointments to book a 1-hour tutoring session or a free 15-minute consultation. Please contact me directly for additional availability.

Personal Background:

I graduated with a Bachelors of Science in Aerospace Engineering from Embry-Riddle Aeronautical University (ERAU) in Daytona Beach, FL. U.S. News and World Report consistently ranks ERAU as the #1 university for an undergraduate degree in aerospace engineering in the country. In addition, I have minors in mathematics and computer science.

Following graduation, I was an engineer for the Boeing Company with 4.5 years of service but soon found my passion teaching. The 2021-2022 school year is my fifth academic year as a private tutor. Additionally, for the past three summers, I’ve been an instructor at the University of Washington Robinson Center for Young Scholars where I’ve taught algebra II to young, rising mathematicians. I work with students of all ages but most of my students are middle, high school, and college level students. I have taught hundreds of students and accumulated thousands of hours tutoring. 

Approach to Education:

Meet students where they’re at! I understand math and physics isn’t everyone’s most favorite subject! My goal is to make tutoring fun and entertaining. I have assisted countless learners with anything from basic fractions to university-level differential equations. I have extensive experience working with those who have learning differences including ADHD, dyslexia, dysgraphia, dyscalculia, etc. Math is the universal language so ESL students are welcome. I help students with skills beyond curriculum content including the development of executive functioning and organizational skills. Most importantly, I believe in everyone’s inherent potential to learn and grow. My goal is to make online learning convenient, effective, and fun.

Services:

I tutor one-on-one via Zoom and have high-speed fiber internet for the best connection. Students may send their work before or at the start of session via email/text. Their work is easily shared virtually using Zoom. Zoom also includes a white-board feature students often find helpful. I have a touch screen computer that’s perfect for writing on the screen and screen shots are easily saved for later reference. 

Academic Integrity: Education is about learning. For that reason, I cannot take any students assessment for them.

Test Prep (PSAT/ACT/SAT) math sections 
Elementary, middle school, high school math of any kind (algebra I & II, geometry, calculus, statistics, AP level, etc)
Physics
College level math 

Note on standardized testing: My service goes beyond the math content and includes test taking strategies to statistically improve your chances of scoring higher. That’s why I have learned how the test is made so I may teach students how to deconstruct it. In addition, I often help students with test taking anxiety and truly believe no students worth is determined by their score on any one test.

Rates and Scheduling:

My standard rate is $50 for 1 hour. 
Take $25 off your next session when you refer a new student to me. If you are not satisfied with the quality of help you receive, the service is free. 
You may text or email to find out more or to setup scheduling. See paulystutoring.com

Best Regards,

Pauly G

Keywords: Algebra prealgebra pre-algebra geometry pre-calculus precalculus precalc pre-calc trigonometry trig calculus calc stats statistics physics fractions linear equations parabolas quadratic equation exponential functions study prep preparation test testing AP PSAT SAT ACT
";[50, 25];2022-02-11;2
2022-02-02T20:45:14-0500;https://washingtondc.craigslist.org/mld/lss/d/rockville-math-tutor/7441044457.html;;Montgomery County Maryland;Maryland;washington,dc;District of Columbia;"




Are you frustrated with math? I can help!

I am a certified math teacher with 20 years of experience in the classroom and 8 years of experience as a private math tutor. I have taught or tutored the following topics: Math grades 5-8, Pre-Algebra, Algebra 1, 2, 3 and College Algebra, Geometry, Trigonometry, Pre-Calculus, AP Statistics, Calculus, SAT Prep, and ACT Prep.

With my background and passion for teaching math, I am able to help students of all levels. Learn from someone who cares.

Testimonials:
“You have made me love and appreciate math. AP Statistics is my favorite class this year.” KB

“You have helped me learn to enjoy math even though it is hard.” PT

“You try to help every student to the best of your ability and you never give up on anybody.” BC

“You pushed me to do my best and try my hardest to challenge myself. Thank you for believing in me.” MM

“You make math class fun every single day. I really appreciate that you have the patience with us when we don’t understand.” JA

“Thank you for all that you have done for me. You are an amazing teacher.” AZ

“Thank you for truly caring and doing all you can to help me and all of us succeed in so many ways.” KC
";[];2022-02-11;0
2022-02-02T11:47:06-0500;https://washingtondc.craigslist.org/nva/lss/d/arlington-experienced-elementary-school/7440796246.html;;Loudon, Fairfax, Arlington,Alexandria Area;Northern Virginia;washington,dc;District of Columbia;"




Is your child falling behind in Math/Reading/Writing/Grammar or would you like a gifted child to advance in his studies and tests? I have helped many kids succeed and excel in their studies. Give your child a boost with a child-oriented tutor to help them with their math/reading comprehension, school homework and studies. 

**Check out my website for details: Home Page: http://alangreenbaum.wordpress.com/

As a Masters level tutor, I have over TWENTY FIVE YEARS OF EXPERIENCE working with students in all areas of their curriculum.

I can tutor online or travel to locations in Loudon, Fairfax, Arlington and surrounding areas. The sessions can be held at a mutually convenient location. The hours of tutoring are flexible. Please email, text or call 804-839-0879 for a quicker response.

TESTIMONIALS:

""Please know that your teaching has been vital to Matthew's elementary and middle school educational foundation. It is you that got him reading on grade level and acquiring a desire to read. That will go a long way.""

-- Jeanne S., Great Falls, VA

""Mr. Greenbaum has been tutoring my daughter, Jiitu, in English studies for the past five years. She has made amazing progress from a Kindergarten student, who could barely read, to a Montessori class, which she is in today. He is patient, knowledgeable and full of energy. He requires that my daughter read a book each week, study vocabulary and write a brief book report summary. I highly recommend him and, in fact, have already referred him to three other families.""

-- Kuffa Dekamo, Arlington, VA


Alan
Certified Academic Tutor
";[];2022-02-11;0
2022-02-01T08:41:59-0500;https://washingtondc.craigslist.org/nva/lss/d/new-york-ivy-grad-math-tutor-psat-sat/7440282752.html;90.0;Free 30-Min Trial Lesson;Northern Virginia;washington,dc;District of Columbia;"




Call or Text Ash at (917) 359-9662 to schedule your free trial lesson. 
Get Accepted into Dream Schools using my 5 Vital Skills to Ace ALL Math Tests!

✔️ 8 CORE SHORTCUTS:  These Core Shortcuts will Solve Most Problems In 20 Seconds Flat! 
✔️ HIGH-FREQUENCY QUESTIONS:  We'll Provide You with Frequently Asked Questions in Tests. Good News: There are only 7 Main Types 
✔️  STUDY|REST|STUDY:  Prep Only with this Technique. You'll Develop Massive Mental Stamina for Long Tests
✔️ MENTAL MATH:  Learn this Forgotten Art developed before the Age of Calculators. Reduce Errors. Save Time & Energy

✔️ GUESSING MASTERY:  Still Choosing Choice C as a Guess? Our Shockingly Easy Guessing Tactics Will Propel Your Score without Any Extra Studying! 
RATES
$90/hour


ABOUT ME

I'm an energetic math coach who holds dual master’s degrees in Electrical and Financial engineering from Columbia University and has been guiding hundreds of students in Math and Reading since 2008 in New York City and online. I'm based in NYC. For further information, please check out my website, bluerocketacademy.com.


TESTIMONIALS FROM SATISFIED CLIENTS
(Check out our GOOGLE REVIEWS for even more testimonials)


""I am very impressed with the level of patience and methods Ash used to tutor my son. We thought John had no hope of raising his SAT scores above 1300. Ash is an excellent listener and was able to immediately help give tips and suggestions which showed quick results. Our son ended up with a score of 1440! I would highly recommend Ash.""  
- Willem S., Parent of SAT student 
Final SAT Score: 1440 


“Ash has tutored our child in high school Algebra and Geometry for the past two years. His calm and caring demeanor has made math less stressful. Ash is a fantastic tutor and person.”
 
– Claudia & Paul D., Queens, NY


""Once I contacted Ash late night about a difficulty I had before my SAT exam. He got right back to me with the solution. He has helped me time and again - I primarily struggled with the Reading and Writing sections and now I can tackle those questions so much better. My parents and I truly appreciate his support. Thank you, Ash!""  
– Anuj V., Union City, NJ


“With Ash’s tutoring sessions, my child has grown in confidence and has a better understanding of AP Calculus concepts being taught in class.  Along with Ash’s excellent teaching skills, he is very organized and reliable. We highly recommend him.” 
– Cheryl & Kevin M., Brooklyn, NY
–Parents of AP Calculus student


“Most tutors I’ve had in the past would just sit and watch me do work. Ash goes through questions and teaches me how to approach them and what techniques to use. He is very encouraging and knows how to make me succeed. Best tutor I’ve ever had.” 
– Vineet R., New York, NY


Call or Text Ash at (917) 359-9662 to schedule your free trial lesson.

";[90];2022-02-11;1
2022-01-31T07:04:52-0500;https://washingtondc.craigslist.org/doc/lss/d/washington-experienced-math-and-physics/7439825701.html;;Online;District Of Columbia;washington,dc;District of Columbia;"




I offer online tutoring in math and physics at the elementary, middle and high school, college, and grad/professional school levels, including Algebra, Geometry, Trigonometry, Pre-Calculus, Calculus I, II and III, Linear Algebra, Differential Equations, Probability, Statistics, Physics, Classical Mechanics, Electromagnetism, and Quantum Mechanics. I also provide help with the math and physics sections of the SAT, ACT, GRE, GMAT, and MCAT.

I have a bachelor's degree in math and physics from Dartmouth (GPA 3.99/4.00, class valedictorian), a master's in physics from Yale (GPA 3.91/4.00), and a Ph.D. in theoretical physics from Dartmouth. I also have 15+ years of experience as a teaching assistant, tutor and study group leader, and have received many academic honors and awards, including an Outstanding Graduate Student Teacher award. My standardized test scores are: SAT I Math & Verbal - 800 each, SAT II Math - 800, General GRE Math & Analytical - 800 each, Physics Subject GRE - 880 (87th percentile).

I am a patient, reliable and supportive teacher, and have helped students of all ages, academic backgrounds and knowledge levels reach their goals. My teaching philosophy is based on identifying each student's needs very early on in the tutoring process and designing a personalized study plan that best fits the student's own learning style, interests and objectives.

I offer very reasonable and competitive rates. My resume and references are available upon request. I have a very flexible schedule and can work around yours. Please feel free to email me with any questions you might have.
";[];2022-02-11;0
2022-01-30T08:58:25-0500;https://washingtondc.craigslist.org/nva/lss/d/springfield-experienced-math-tutor/7439482211.html;50.0;Fairfax County;Northern Virginia;washington,dc;District of Columbia;"




~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Experienced math tutor looking for new students. I have hundreds of hours experience helping students improve their grades in:

Algebra
Geometry
Algebra 2
Trigonometry
Pre-Calculus
Calculus
Test Prep for SAT & ACT

I am also experienced in Physics, Chemistry, Biology, History, English, and Reading & Writing.

Tutoring centers will try to sell you a package of hours, costing thousands up front.

My rate is $50/hour, references available.

Thanks,
Jim
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
";[50];2022-02-11;1
2022-01-29T23:29:18-0500;https://washingtondc.craigslist.org/nva/lss/d/ashburn-math-tutor-phd-in-math/7439426398.html;;no city found;Northern Virginia;washington,dc;District of Columbia;"




Courses taught:

Math Analysis, Calculus AB, Calculus BC, Algebra 1, Algebra 2, Geometry, PreCalculus, Multivaribale Calculus, SAT (math), ACT (math), Statistics for regular school students.

TJ Research Statistics, TJ Math 3, TJ Math 4, TJ Math 5, TJ Calculus AB, TJ Calculus BC, TJ Multivariable Calculus for TJ Students.  Also, AOS & AET math courses.

I have a Ph.D. in Mathematics with 28 years teaching experience .  Don't fall behind in your Math classes. 

 I help with  your homework and test reviews, and explain the concepts clearly. I have excellent references. 

Call  Dr. Selva at 703-870-8735 or 703-913-0723 for further information. 

I tutor online through Zoom or Skype. First hour is free.
    ";[];2022-02-11;0
2022-01-29T11:40:39-0500;https://washingtondc.craigslist.org/nva/lss/d/ashburn-online-tutor-statistics-and/7439148806.html;;Northern Va;Northern Virginia;washington,dc;District of Columbia;"




I'm a math tutor specializing in all math subjects. I've tutored numerous students in the Northern Virginia with great results. A number of students improved their grades from failing to getting straight ""A""s. I specialize in Statistics (all the way from High School Stats to Ph.D. Level), Algebra, Geometry, Pre-Calculus, and have helped many students in the Virginia area and other states (remotely).

I will also help you with any of your online classes, including assignment and quiz/test help.

Please don't hesitate to contact me with any questions.

Call or text Vlad (703) 577-3615
    ";[];2022-02-11;0
2022-01-27T11:39:21-0500;https://washingtondc.craigslist.org/mld/lss/d/chevy-chase-professional-math-tutor/7438294130.html;;no city found;Maryland;washington,dc;District of Columbia;"




⭐⭐ Professional MATH Tutor is ready to Help ! ⭐⭐

- I am a professionally educated and certified math teacher
- Personal attention and approach to each student
- First introductory mini-lesson is free

Subjects tutored:
Mathematics
Prealgebra
Algebra I
Algebra II
Trigonometry
Geometry
Pre-Calculus
Calculus

If you have a question I will be happy to answer, please message: 618-699-0476
WhatsApp: 618-699-0476,
Skype: en200300@yandex.com
    ";[];2022-02-11;0
2022-01-24T18:35:08-0500;https://washingtondc.craigslist.org/doc/lss/d/washington-seeking-fifth-grade-math/7437195959.html;;Nw Dc;District Of Columbia;washington,dc;District of Columbia;"




I am seeking a math tutor for my fifth grader.  

Monday/Thursday evenings 4-7,  or weekends.

You are a fun college or graduate student type of person.  You think math is cool for girls.  You like to laugh and be light hearted.  You have math teaching or tutoring experience.  Beside math, you have other interests: perhaps soccer, basketball, dance, Survivor, writing fiction, baking chocolate chip cookies, chess or coding.  

We prefer in person but we are open to virtual if you have done virtual before and have a way to do it.

$30 virtual, $40-$60 in person depending on experience.

Please send a resume and note describing your experience tutoring and in other jobs, your current work or education.
";[30, 40, 60];2022-02-11;3
2022-01-23T18:22:57-0500;https://washingtondc.craigslist.org/mld/lss/d/olney-tutor-math-physics-stats-sat-act/7436753745.html;;Online;Maryland;washington,dc;District of Columbia;"




I am offering tutoring sessions in person or virtually in Math, Physics and Statistics at all levels (from middle-school through college), as well as preparation for the quantitative parts of SAT, ACT, GRE, GMAT, AP, IB tests. 

Experience: I have tutored students from middle school to college level, individually and in small groups, taught undergraduate and graduate students in academic settings, and trained managers and analysts in corporate settings. I love teaching and tutoring and employ an intuitive, visual approach to a deep understanding of quantitative concepts and relations.

Qualifications: I am holding a Ph.D. in Applied Mathematics from the University of California, Berkeley, as well as degrees in Physics, Education, and Nuclear Sciences.

Please contact me by replying here or by phone/text at 301 537 8706 to discuss and coordinate details.
    ";[];2022-02-11;0
2022-01-23T15:08:36-0500;https://washingtondc.craigslist.org/nva/lss/d/fairfax-math-tutor-all-levels-including/7436676704.html;;Fairfax County;Northern Virginia;washington,dc;District of Columbia;"




I am a current high school teacher in FCPS available for Math tutoring on evenings and weekends. I am a TJHSST grad with a Math degree from Carnegie Mellon University and a Masters in Education from George Mason University. I have 13 years of teaching and tutoring experience. I have worked with students in all levels of Math from Pre-Algebra through AP Calculus BC and IB Math. I connect really well with teenagers and have a long list of success stories and happy customers.
I am available to work with students at their home or online via Zoom. I look forward to helping your student make sense of math and not just get through, but thrive.
";[];2022-02-11;0
2022-01-23T11:16:26-0500;https://washingtondc.craigslist.org/nva/lss/d/fairfax-the-very-best-math-tutor/7436570983.html;120.0;Fairfax;Northern Virginia;washington,dc;District of Columbia;"




Hello,
I have been a high school math teacher in FCPS for many years and a private tutor for just as long. In the high school where I teach, I have worked with every level of student and have enjoyed consistently high test scores year after year. Students leave my classroom ready to tackle the next level of math confidently and competently.  

As a tutor, I have worked closely with students from 5th grade through college. I believe that I am the very best math tutor you will find. I have helped everyone from struggling math students in basic level subjects just trying to make it to graduation to the most elite AP students seeking to apply to Ivy League colleges and universities.

A lot of folks in the professional world such as engineers believe they are cut out to be math tutors but they lack the experience working with teenagers and wide-ranging learning styles that a classroom teacher possesses. Someone with over a decade of both teaching and tutoring experience is the best person for the job. I know how math teachers create their tests, how they grade and I am skilled at explaining math concepts through a variety of representations.

It's fair to say that when it comes to private tutors, I believe you get what you pay for. The best tutors know their worth and have the results to back it up. My hourly rate for tutoring is $120/hour and I stand by my work as do the many happy clients I've had over the years. 

I am currently available to tutor any level of math during evenings and weekends. I welcome all types of students and I am happy to answer any questions. I do my tutoring virtually for your convenience and accept payment through Venmo or PayPal. If you have any questions, please reach out and let me know. Thank you.
";[120];2022-02-11;1
2022-01-22T10:37:30-0500;https://washingtondc.craigslist.org/doc/lss/d/washington-mit-educated-tutor-math/7436158110.html;;Washington, Dc;District Of Columbia;washington,dc;District of Columbia;"




I am a private tutor with four degrees from MIT in physics and electrical engineering and a recipient of the Goodwin Medal, MIT's highest award for excellence in teaching by a graduate student.

I have over 15 years of university teaching and private tutoring experience, with students ranging from high school and college through mid-career adults going back to graduate/professional school. Many students rated me as one of the best teachers of any subject they've had. References are available upon request.

Both one-on-one and group tutoring are welcomed.

SubjectsI have experience teaching the following subjects:
Math: SAT/AP/GRE/GMAT/AMC, competition math training, calculus, statistics, probability, linear algebra, and differential equations
Physics: SAT/AP/MCAT, mechanics, electromagnetism, thermodynamics, and waves
Engineering: signal processing, analog and digital circuits, semiconductor electronics, and control theory
Locations
Skype, Zoom, or other remote online platform
Rates
Rates depend on the subject, length/frequency of sessions, and whether one-on-one or group tutoring, please inquire
First session is always free of charge
";[];2022-02-11;0
2022-01-21T15:52:40-0500;https://washingtondc.craigslist.org/mld/lss/d/bethesda-calculus-diff-eq-adv-math/7435899241.html;;Online;Maryland;washington,dc;District of Columbia;"




My name is Brian Woody and I have over 20 years of experience lecturing college level mathematics and have been the highest rated professor in Nevada for the past 9 straight years (see Rate My Professor's - University of Nevada). I am the best private instructor for advanced mathematics found on the internet. I offer an elite service to a select number of students that want to achieve long-term goals in mathematics. These typically consist of science and engineering undergraduate and graduate students. SERIOUS STUDENTS ONLY, PLEASE.

Woody Calculus Consulting offers private instruction for Calculus (I, II, and III), AP Calculus AB and BC, Differential Equations, Analysis, Abstract Algebra, Number Theory, Field Theory, Galois Theory, Chaos Theory, and other advanced mathematics. Private and Group sessions are currently being held online with great success. Virtual tutoring is efficient and effective. Sessions may be recorded and made available on a private server for no additional charge.

I also have over 2,000 Free Videos - tutorials, homework explanations, and study guide solutions at on our website. Google Brian M. Woody or go to BrianWoody dot com and Contact Us there (at Woody Calculus Consulting) or reply here for more information.
";[];2022-02-11;0
2022-01-19T22:04:36-0500;https://washingtondc.craigslist.org/nva/lss/d/fairfax-math-tutor-available-arithmetic/7435166097.html;;Northern Virginia;Northern Virginia;washington,dc;District of Columbia;"




If you are having trouble with math, then look no further.  I have never received less than an A in any math course I have ever taken, I received a maximum score of 5 on the AP Calculus BC exam, and I graduated from the McIntire School of Commerce at the University of Virginia with a double major in finance and marketing, as well as the International MBA program at the University of South Carolina with concentrations in marketing and business analytics.  I have plenty of tutoring experience, and my students often praise me for breaking down complex subject matter by using concise explanations, analogies, and humor so that they can understand and enjoy the material.

I would be delighted to tutor you in your math course.  Please reply to this ad and let me know what math course(s) you are taking, and then we can discuss a meeting point, meeting time, and rate.
    ";[];2022-02-11;0
2022-01-17T00:01:42-0500;https://washingtondc.craigslist.org/nva/lss/d/fairfax-affordable-math-science-and/7433847630.html;;no city found;Northern Virginia;washington,dc;District of Columbia;"




Hello! I’m an experienced and fully-vaccinated tutor who is offering tutoring. I have undergraduate and graduate degrees, and I have many years of experience tutoring students in a variety of subjects, but my expertise is in science, math, and test prep. I have helped students prepare for a variety of tests, including the SAT, ACT, and GRE. My references and resume are available upon request. I’m flexible with scheduling and I look forward to helping you!

Feel free to visit my website for more information: 
https://heartspacetutoring.com/
    ";[];2022-02-11;0
2022-02-05T18:10:44-0500;https://washingtondc.craigslist.org/nva/lss/d/oakton-science-tutor-biology-chemistry/7442282101.html;;no city found;Northern Virginia;washington,dc;District of Columbia;"




Are the complexities of biology, chemistry, and physics getting you down? No worries, I’ll help you make sense of it all!

I graduated at the top of my class from an accelerated math and science academy in high school and have over a decade’s worth of tutoring experience.

I am very well-versed in the AP curriculum for biology, chemistry, and physics. Not only will I break down the complex concepts for you, but I will help you to see the connections between all of the facts. For math-based word problems, I will break things down step by step and then motivate you to apply what you have learned with confidence and passion. After all, learning should also be fun and engaging and even relatable to the real world.

Please feel free to reply to this ad with a description of your coursework, and let’s try to figure out a schedule together. Thank you and looking forward!
";[];2022-02-11;0
2022-02-05T10:02:07-0500;https://washingtondc.craigslist.org/doc/lss/d/falls-church-sat-and-act-tutor/7442036719.html;55.0;no city found;District Of Columbia;washington,dc;District of Columbia;"




About Me:

I hold a lifetime teaching certificate for Secondary Education English and Social Studies. I have taught at the high school level for five years and worked for one of the big test prep companies for another five years. I have a bachelor's degree in secondary education with an emphasis on English and social studies and a graduate degree in law. After a short career in law I discovered I most enjoy helping others learn and I now tutor privately.

My Track Record:

I have a proven track record of helping students increase their scores on standardized such as the ACT and SAT. My specializations are the reading, science, English, and writing sections, but I am also more than competent to assist with math. The amount of improvement varies according to the starting point of each student. Students with lower scores tend to have more room for improvement. In general, my students have seen their scores increase by approximately 20 percent on the ACT and SAT, but again that number varies greatly depending on the baseline score for the student and the amount of work the student is willing to put into improving their score. My students have gained acceptance to Yale, MIT, Brown, NYU, Columbia, Dartmouth, Washington University, Rice, Northwestern, UC Berkeley, and Stanford among many other institutions.

Why My Services Over Others:

I have significant experience helping students achieve top scores to get into top universities. My fee is not cheap but it is well worth admission to a top university for your son or daughter. I personalize my instruction to each student. If your student takes an ACT or SAT class they will spend the same amount of time learning math, English, and writing no matter what their base score in those areas. I customize my teaching to the particular strengths and weaknesses of each student. Finally, I can provide detailed grading of essays along with feedback to improve essay scores.

What I Require:

I require payment through check, cash, Venmo or Paypal at the end of session. My rate is $60 per hour if you purchase each session individually. For those willing to buy 10 hours in a bulk package ahead of time I charge $50 per hour. I am able to do a free hour long consultation as well.

I look forward to working with you in the future.
";[60, 50];2022-02-11;2
2022-02-04T21:34:50-0500;https://washingtondc.craigslist.org/mld/lss/d/silver-spring-tutoring-chemistry-math/7441922190.html;;Washington Metropolitan Area;Maryland;washington,dc;District of Columbia;"




Hi! My name is Rabih and I am an experienced tutor and teacher. I have a PhD in Chemistry and many years of experience teaching and tutoring in schools and colleges.

My goal here is to help you or your child reach your/their best potential. My tutoring subjects include Chemistry (college/school, all grades), Physics, Math, Biology and Arabic (school, all grades).

I can do in-person, as well as Zoom, Facetime, Skype or other forms of online communication.

I keep my prices low, however they do vary on subject(s) and grades.

If you have any question or you want to schedule the first lesson, email me and I’ll get back to you ASAP!

I hope to hear from you soon!
    ";[];2022-02-11;0
