date_posted,link,price,city,subregion,region,post_text,is_long_list
2021-11-01T08:44:20-0700,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-online-tutor-math-physics/7402021074.html,40,Usf / Panhandle,San Francisco,sf_bay_area,"Hi! Offering Math/Calculus, Physics and Chemistry online tutoring sessions for college and high school students. All levels. I have a mechanical engineering background and over 8 years of experience tutoring Math/Calculus, Physics and Chemistry to college and high school students. Affordable and convenient tutoring sessions online at $40 an hour using a shared board and audio platform. Expert in: - Math up to and including Calc 4 (differential equations) - Linear Algebra - Physics (calculus and algebra based) - Inorganic chemistry - Fundamentals of Engineering exam (ME)- SAT Math, SAT Math Levels 1&2- GRE Math - ACT- AP Physics, AP Chemistry, AP Calculus AB, AP Calculus BCReply with what course you need tutoring in and I’ll be happy to help.    ",False
2021-10-31T22:20:14-0700,https://sfbay.craigslist.org/eby/lss/d/oakland-online-classes-and-tutor-any/7401890395.html,32.5,Oakland Hills / Mills,East Bay,sf_bay_area,Hi my name is Tatsuya and I have helped people in their online classes for over 8 years. I am a double science major from UC Berkeley; I have helped over a hundred people and got them all an A or the grade they desire. I guarantee an A(or whichever grade you want) on any and all subjects. I am highly experienced and can directly assist with:-Economics (Micro and Macro)-Biology-Chemistry-Biology-AP Comp Sci-Calculus and linear algebra-Statistics-Accounting-Business-English-Essaysrate: $25-40/hour depending on subjectFeel free to send me a message through email or to 925-519-1116. Ask any questions and references freely available.    ,False
2021-10-31T22:08:55-0700,https://sfbay.craigslist.org/eby/lss/d/claremont-online-classes-and-tutor-any/7401889264.html,32.5,Oakland Rockridge / Claremont,East Bay,sf_bay_area,"Hi my name is Tatsuya and I am a UC Berkeley Biology and Math graduate currently working at the Livermore National Lab who has been tutoring and helping high school students, college students and even older people getting back to school for over 8 years. I have helped over a hundred people and got them all an A or the grade they desire. I guarantee an A(or whichever grade you want) on any and all subjects. I am highly experienced and can directly assist with:-Economics (Micro and Macro)-Biology-Chemistry-Biology-AP Comp Sci-Calculus and linear algebra-Statistics-Accounting-Business-English-Essaysrate: $25-40/hour depending on subjectFeel free to send me a message through email or to 925-519-1116. Ask any questions and references freely available.    ",False
2021-10-31T20:48:32-0700,https://sfbay.craigslist.org/eby/lss/d/math-accounting-economics-and-mandarin/7401878887.html,47.5,Concord / Pleasant Hill / Martinez,East Bay,sf_bay_area,"Dear students and parents,My name is James Xu. I  graduated from UCLA with a B.A degree in Business Economics and Accounting. I have been helping DVC and Saint Mary's College students over then years and a math tutor at DVC college for two semester. I have helped my students greatly improve their math grade, most of them get an A! I can teach all levels of Math, Economics and Accounting the hourly rate is $45-$50 depend on the traveling distance. Sincerely,James Xu    ",False
2021-10-31T12:49:22-0700,https://sfbay.craigslist.org/sfc/lss/d/torrance-college-math-tutor-calculus-ii/7401744752.html,"[30, 40, 30, 40, 30, 40, 30, 40, 40, 50, 60, 30]",Online,San Francisco,sf_bay_area,"★★ College Math Tutor★ Calculus I ,II & III, Trig, College Algebra, College Statistics, Linear Algebra, ODEWebsite :www.collegemathcourses.comYouTube :https://www.youtube.com/channel/UCqhFZRmUqOAAPMQpo58TV7g★★All tutoring is done by One Tutor. ★★Elementary Statistics and ProbabilityIntroduction to Statistical ReasoningProbability and StatisticsMathematical StatisticsPre-AlgebraIntermediate AlgebraCollege Algebra/Algebra 1/Algebra 2GeometryTrigonometry (Trig)Finite MathematicsPre-Calculus /Math AnalysisCalculus I , II and IIIVector CalculusIntroduction Linear Algebra (Matrix)Finite Mathematics===For Engineering students ========================Advanced CalculusDifferential and Integral CalculusMultiple Variable CalculusApplied Statistics and Probability for EngineersComplex NumbersDifferential EquationEngineering AnalysisNumerical Analysis===For MBA and EMBA students ====================Business StatisticsIntroduction to Statistical ReasoningOperational ResearchOptimizationQuantitative AnalysisDecision AnalysisManagement ScienceLinear ProgrammingTransportation ProblemsBusiness CalculusExcel TableauMathematics and PoliticsProject ManagementTest PreparationSATCBESTCBEST, CSET I, II and III (MATHEMATICS)GRE MATHGMAT MATHAP Calculus AB and BCAP StatisticsGraphing Calculation helpHourly Rate : Depending on the subject: ==== Most Math/Stats Subjects $30-40/hr ================= ★★ $30/hr - $40/hr ★★ ====================================Assignment Help, Homework Help -Step by Step Solutions Rate :$30/hr - $40/hr=================================================================================★★ $30-$40/hr ★★ ====================================Zoom 1-on-1 tutoring : Rate :$40 First hour (1hr) :$50 (90 mins/1.5hrs) :$60 (2hrs)-($30/hr for 2hrs or more)=============================================================★ I can help students with their homework assignments , projects, and prepare for the Exams★★ I will forward you a PDF file of the notes and problems solved during the tutoring session if needed★==★★ Exp University Level Math Tutor (MS Applied Mathematics, MS Applied Statistics and MS Aerospace Engineering) ★★ ==★★ You're not paying for the hours or minutes but for Education, Knowledge and Experience ★★★★★★★★ Text/ Email Preferred ★★★★★★============================================================================Keywords: High School, Middle School, College, University, Home school, Online Help, Google Drive, Zoom, Screen share, whiteboard, , Graphing Calculator Help, Consultation, STEM, Excel, statcrunch, F201, MBA 626, QUMS 505, BUAD 310 (USC), QBUS 215, MATH 227, QMS 321, IS 310 (CSULB), QMS 423, BUS 14A, BUS 14B, Pre-Calculus MATH 1 (UCLA), Introduction to Statistical Reasoning STATISTICS 10 (UCLA), MATH 8 (SMC), MATH 31A (UCLA), MATH 112, MATH 120, MATH 102 (LMU), MATH 142, MATH 241/242, STAT 015, STAT 050, MATH 10, MAT 191, MAT 192, MAT 131, MAT 321, MAT 421, MAT 131, MAT 323, MAE 505, PPD 502X, Psych 210, Psy 3307 , MA-336 (CUNY), MA-114 (CUNY), MA-119 (CUNY) , MA-441 (CUNY), MA-442 (CUNY), MA-440(CUNY), MA-261 (CUNY), MA-121 (CUNY), MA-120 (CUNY), MA-10 (CUNY), MATH 2 (UCSD), MATH 3C (UCSD), MATH 4C (UCSD), MATH 10A (UCSD), MATH 10B (UCSD), MATH 20A (UCSD), MATH 20B (UCSD), MATH 20C (UCSD), MATH 20D (UCSD), MATH 11 (UCSD), MATH 2 (UCSD),Math 165 (El Camino), Math12400,.....(SMC) Math 1, Math 2, Math 2C, Math 3, Math 3C, Math 4, Math 4C, Math 7, Math 8, Math 15, Math 18, Math 20, Math 21C, Math 26, Math 26C, Math 28, Math 29, Math 31, Math 32, Math 41, Math 50, Math 54,Math 54C,Math 81,Math 84,Math 85 (SMC)(SBCC) MATH 114, MATH 117, MATH 110C, MATH 130C, MATH 131, MATH 137,, MATH 138, MATH 150C, MATH 160C, MATH 138, MATH 150, MATH 160, MATH 200, MATH 220 (SBCC), MATH 124, MATH 1040 (Honors), MAT 241 ( Calculus 3/ Illinois)Calculus III (Line Integrals)Calculus II : Convergence TEST & Divergence TESTAbsolutely ConvergentConditionally ConvergentGeometric Seriesp-SeriesDirect ComparisonLimit ComparisonRatio TestRoot TestIntegral TestAlternating SeriesCollege Statistics :Elasticity, ANOVA, Z , t , Normal, Poisson, Binomial, Exponential, Uniform, Negative Binomial, Hyper-geometric distributions , Trigonometry, Integration, Integration by Parts, Differentiation, derivative , Theory of Voting, Majority Rule, Voting Methods, Voting Power, Minimum Spanning tree , Shortest path, spanning tree , PERT, CPM, ALEKS, Cengage ,Canvas, MyMathLab , MyStatLab ,Pearson , Wiley , Brightspace, MyOpenMath, Connect,Webwork. ConnectMath, StraighterLine , Statcrunch ,WebAssign , Lumenohm. etc    ",True
2021-10-31T12:55:26-0700,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-math-tutor-credentialed/7401747245.html,55,San Francisco,San Francisco,sf_bay_area,"I am a math teacher with a credential in Secondary Math. I have been teaching since 2013 and am seeking supplementary income as a math tutor. I've taught 6th, 7th and 8th grade math. I have lots of experience with Common Core. The highest level I prefer tutoring is Algebra I/Geometry. I also have experience tutoring 5th grade through 12th grade students over the past eight years. I can do either virtual or in-person tutoring and am fully vaccinated. My starting rate is $55/session.",False
2021-10-31T10:41:36-0700,https://sfbay.craigslist.org/eby/lss/d/oakland-online-classes-and-tutor-math/7401688491.html,32.5,Oakland North / Temescal,East Bay,sf_bay_area,"Hi I am a UC Berkeley Biology and Math graduate currently working at the Livermore National Lab who has been tutoring and helping high school students, college students and even older people getting back to school for over 8 years. I have helped over a hundred people and got them all an A or the grade they desire. I guarantee an A(or whichever grade you want) on any and all subjects. I am highly experienced and can directly assist with:-Economics (Micro and Macro)-Biology-Chemistry-Biology-AP Comp Sci-Calculus and linear algebra-Statistics-Accounting-Business-English-Essaysrate: $25-40/hour depending on subjectFeel free to send me a message through email or to 925-519-1116. Ask any questions and references freely available.    ",False
2021-10-31T02:21:59-0700,https://sfbay.craigslist.org/sby/lss/d/sunnyvale-math-physics-chemistry-tutor/7401551267.html,None,San Jose North,South Bay,sf_bay_area,"Hi Parents & Students!Please call or text me at 647-679-4442 (San Francisco/San Jose) for more information, or to discuss your needs in more detail.I am an expert tutor and have helped students in every Math, Physics, Chemistry, Biology, English, Science, AP, IB, and SAT subject for over 12 years. I am a Certified Teacher and graduated with degrees in Physics, Biochemistry, Mathematics, and Education. Due to COVID-19, I tutor students online through a great virtual platform. If you are interested in meeting in person for tutoring, this is also possible. Feel free to contact me about this. Please read below for more information!My approach:- I tailor each lesson to match each student's learning style.- I am patient, personable, and understanding. I have worked with 40+ different learning types and have mastered how to work with each successfully. Every student is different but the goals are the same – to be successful. I can show them how.- I create detailed lesson notes and assign homework and feedback to ensure tutoring is as effective as possible.Information about what I'm offering:- Tutor all high school Math, Calculus, Science, Physics, Chemistry, Biology, and English courses.- Also Tutor University Calculus & Physics.- Will drive to your home or meet you at a convenient location.- Online lessons are also available.- First hour is free!- Cell: 647-679-4442 (texting is easiest, but feel free to call or leave a voice mail and I'll get back to you the same day).- Both high school and adult students are welcome to call!Information about me:- I am a Certified Senior Mathematics and Sciences Teacher- I have been teaching since 2009- I am fun and energetic in my teaching style!    ",False
2021-10-30T13:41:29-0700,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-experienced-math/7401399278.html,None,San Francisco,San Francisco,sf_bay_area,"Hello,I am professional tutor in Mathematics, Physics and Chemistry, with a B.S. in Chemistry from UC Berkeley with honors, and phD candidate from UC Davis in atmospheric physics. Tutoring is not my hobby or a side job. It is my full time profession. I have invested years of thought and experience in order to produce the best results in the field. I have extensive experience with students of different ages and backgrounds both at high school and college levels. As a result, I am thoroughly familiar with requirements and curricula of most local high schools.Since 2004, I worked both privately and for various tutoring companies, where i received thorough training and helped hundreds of students in following subjects:MATHEMATICS: Pre-algebra, Geometry, Algebra, Trigonometry, Pre-calculus and Calculus.STATISTICS:AP StatisticsCHEMISTRY: Both high school and college chemistry (including organic chem)PHYSICS:All high school physics (including AP)STANDARDIZED TESTS:SAT, ACT and GRE. I would be happy to provide my resume and references upon request. Please email, or call or text at 925-588-5575Thank You!    ",False
2021-10-30T13:40:43-0700,https://sfbay.craigslist.org/eby/lss/d/lafayette-experienced-math-chemistry/7401398949.html,None,Lafayette / Orinda / Moraga,East Bay,sf_bay_area,"Hello,I am professional tutor in Mathematics, Physics and Chemistry, with a B.S. in Chemistry from UC Berkeley with honors, and phD candidate from UC Davis in atmospheric physics.Tutoring is not my hobby or a side job. It is my full time profession. I have invested years of thought and experience in order to produce the best results in the field.I have extensive experience with students of different ages and backgrounds both at high school and college levels. As a result, I am thoroughly familiar with requirements and curricula of most local high schools.Since 2004, I worked both privately and for various tutoring companies, where i received thorough training and helped hundreds of students in following subjects:MATHEMATICS:Pre-algebra, Geometry, Algebra, Trigonometry, Pre-calculus and Calculus.STATISTICS:AP StatisticsCHEMISTRY:Both high school and college chemistry (including organic chem)PHYSICS:All high school physics (including AP)STANDARDIZED TESTS:SAT, ACT and GRE.I would be happy to provide my resume and references upon request.Please email, or call or text at 925-588-5575Thank You!    ",False
2021-10-30T12:17:01-0700,https://sfbay.craigslist.org/pen/lss/d/south-san-francisco-math-and-chemistry/7401358747.html,None,None,Peninsula,sf_bay_area,"Private tutoring for math and high school chemistry. Over 13 years experience in San Mateo, Hillsborough, Burlingame, Millbrae and CSM.  Note: sessions in these locations only; to reduce travel time between students.  Reasonable rates with very good outcomes.    ",False
2021-10-30T08:17:20-0700,https://sfbay.craigslist.org/eby/lss/d/dublin-java-math-tutor/7401224157.html,None,None,East Bay,sf_bay_area,"Java, Python, C++, Math  Tutoring by Exp Sw Engineer. Masters in Computer Engineering. Affordable rates. I have taught beforeat Northwestern Poytechnic University for 2 years. Can also help in Algorithms, Data Structures, Interview preparation such as codility, leetcode. Calculus , Math , Trig .Sun Java Certified. AWS Certified. Can help prepare for certifications.Please email me for any further information.    ",False
2021-10-30T07:23:25-0700,https://sfbay.craigslist.org/sfc/lss/d/berkeley-math-chemistry-physics-biology/7401197224.html,32.5,San Francisco,San Francisco,sf_bay_area,"Do you need help with your Math, Chemistry, Physics, or Engineering classes? Our mission is to help students succeed in their classes. We provide 24/7 assistance to take away the stress of upcoming Assignments / Homework , Projects and Exams. PCM only works with highly experienced, professional tutors who have a proven track record of success. Our individualized approach has helped countless students achieve the academic and test prep goals of their dreams.CHEMISTRY : Introductory Chemistry , AP Chemistry , General Chemistry I and II, Organic Chemistry I and II , Advanced Organic Chemistry , Biochemistry , Physical Chemistry , Analytical Chemistry , ThermochemistryPHYSICS: AP Physics , Engineering Thermodynamics , Applied Physics , Mechanics / Motion , Geometric Optics , Thermodynamics , Fluid Mechanics , Electro Statics / Electro-Dynamics / Magnetism , Circuits / Advanced Circuit Concepts , Oscillations / Waves , Atomic / Nuclear / Particle Physics , Modern Physics / Intro Quantum , Astro-Physics / Astronomy , Quantum Mechanics MATH: Algebra 1 / Beginning Algebra , Geometry , Trigonometry , Pre-Algebra / Elementary Math , Algebra 2 / Intermediate Algebra , Probability and Statistics , Elementary Statistics , Business Statistics , Stats for Social Sciences and Psychology , Mathematical Concepts / Foundations of Mathematics , Business Calculus , Calculus 1 ( single variable ) , Calculus 2 ( single variable ) , Calculus 3 ( multi variable ) , Differential Equations ( calc 4 ) , Differential Equations using MATLAB , College Algebra / Advanced Algebra , Discrete / Finite Math , Linear Algebra.Hourly Rate: $35/hr**$30/hr for help requiring >10 hours. 20% discount available for referrals.Contact Us:Website:PCMassist.comEmail: help@pcmassist.comText: (818) 458-0086Work with us once and you won’t regret it! We guarantee an A+ work!    ",False
2021-10-29T09:09:35-0700,https://sfbay.craigslist.org/sby/lss/d/sunnyvale-tutor-for-math-english/7400801174.html,None,Sunnyvale,South Bay,sf_bay_area,"Please text me at 408-877-5379.My name is Julia and I can help you with your tutoring needs.I have the experience, knowledge and skills to help you improve in your desired subject or test. I know what it takes to get a high score on the SAT, ACT, GMAT, GRE, LSAT and MCAT as well as get into a top tier school. Let me show you how to “crack the code” to success.Educational Background:University of Chicago (undergrad)Yale University (grad)SAT: 1540/1600ACT: 35/36GMAT: 780GRE: 330MCAT:520LSAT: 177Here are the areas I can help with:Basic Math, Pre-Algebra, Algebra 1 & 2, Intermediate Algebra, College Algebra, Problem Solving, Geometry, Pre-Calculus, CalculusGeneral Chemistry, College Chemistry, AP Chemistry, AP Physics, Mechanics, General Science, Biology, Earth Science, Quantum PhysicsEnglish, Essay writingTEST PREPARATION: SAT, ACT, GMAT, GRE, LSAT, PSAT, GED, HSPT, TOEFLI look forward to helping you.San Francisco. California, Alameda, Albany, American Canyon, Antioch, Atherton, Belmont, Belvedere, Benicia, Berkeley, Brentwood, Brisbane, Burlingame, Calistoga, Campbell, Clayton, Cloverdale, Colma, Concord, Corte Madera, Cotati, Cupertino, Daly City, Danville, Dixon, Dublin, East Palo Alto, El Cerrito, Emeryville, Fairfax, Fairfield, Foster City, Fremont, Gilroy, Half Moon Bay, Hayward, Healdsburg, Hercules, Hillsborough, Lafayette, Larkspur, Livermore, Los Altos, Los Altos Hills, Los Gatos, Martinez, Menlo Park, Mill Valley, Millbrae, Milpitas, Monte Sereno, Moraga, Morgan Hill, Mountain View, Napa, Newark, Novato, Oakland, Oakley, Orinda, Pacifica, Palo Alto, Petaluma, Piedmont, Pinole, Pittsburg, Pleasant Hill, Pleasanton, Portola Valley, Redwood City, Richmond, Rio Vista, Rohnert Park, Ross, St. Helena, San Anselmo, San Bruno, San Carlos, San Francisco, San Jose, San Leandro, San Mateo, San Pablo, San Rafael, San Ramon, Santa Clara, Santa Rosa, Saratoga, Sausalito, Sebastopol, Sonoma, South San Francisco, Suisun City, Sunnyvale, Tiburon, Union City, Vacaville, Vallejo, Walnut Creek, CA    ",False
2021-10-28T21:35:10-0700,https://sfbay.craigslist.org/eby/lss/d/pinole-tutor-for-online-classes-any/7400646577.html,None,"Hercules, Pinole, San Pablo, El Sob",East Bay,sf_bay_area,"Hi I am a stock broker with a degree in statistics and economics in UC Berkeley who has been tutoring and helping high school students, college students and even older people getting back to school for over 7 years. I am highly experienced and can do the following:-Economics (Micro and Macro)-Biology-Chemistry-Biology-AP Comp Sci-Calculus and linear algebra-Statistics-Accounting-Business-English-I even edit essays and help proofread them as well!Feel free to send me a message through email or to 925-519-1116 for any questions, references freely available!    ",False
2021-10-28T21:25:56-0700,https://sfbay.craigslist.org/pen/lss/d/mountain-view-math-tutor-algebra/7400645285.html,25,Mountain View,Peninsula,sf_bay_area,"I’m available for in-person or virtual sessions. I’m completely vaccinated and live in Mountain View.I have 10 years experience tutoring math.  I majored in math and statistics at UC Berkeley.Rates: Algebra, geometry, trigonometry - $25 hourCalculus - $ 30 hourEd    ",False
2021-10-28T19:01:29-0700,https://sfbay.craigslist.org/sby/lss/d/san-jose-experienced-math-tutor-years/7400615998.html,None,Willow Glen / Cambrian,South Bay,sf_bay_area,My name is Andrew and I would love to help anyone who is in need of a math tutor. I have 8 years of experience teaching mathematics and have taught the following subjects:1. Elementary Math2. Pre-Algebra3. Algebra4. Geometry5. Algebra 26. Trigonometry/Pre-Calculus7. CalculusI am great at making math engaging for people who find math very hard and also uninteresting. I would prefer to meet in person but I am open to virtual tutoring as well.Please contact me if you are interested.    ,False
2021-10-28T18:33:20-0700,https://sfbay.craigslist.org/nby/lss/d/greenbrae-tutor-harvard-grad-30-yrs/7400608729.html,None,Kentfield / Ross,North Bay,sf_bay_area,"Hi,My name is Chris Dingman. I'm a uniquely qualified, Bay Area-based math, science, writing, and SAT/ACT tutor. For the past year or so, I have done all tutoring online, which works well for one-on-one (less well for teaching groups!), but being fully vaccinated, I am now offering both in-person and online options.  I offer tutoring to both single students or groups, though I believe one-on-one tutoring is usually the most helpful. Since graduating summa cum laude from Harvard in 1987, I've been tutoring both in-person and online, teaching in both classrooms and homeschools, and helping various companies develop educational materials. In more than 30 years as a teacher and tutor, I have taught every middle and high school math course from pre-algebra through Calculus, and every high school science course. I am also a professional writer. I can help with: MATH: from basic arithmetic  through pre-algebra, algebra I, algebra II, geometry, trigonometry, pre-Calculus, and Calculus SCIENCE: including biology, chemistry, and physicsWRITING: including organizational help, sentence structure/style, and grammarI also specialize in ACT and SAT test prep. Along with my private practice, I've worked with educational content developers in the San Francisco Bay Area, which specialize in the creation and delivery of test-prep materials. You can find out more about me at my website at www.AchieveWithEaseTutoring.com, or read below for a little more about what I offer. My Approach:Teaching isn’t just knowing the answers. It’s an art. Current circumstances of course prohibit classroom teaching, but classrooms are often not the best environments in which to practice the art of teaching anyway. Working with me, teens feel a sense of calm and  confidence that allows them to think clearly, ask questions, tap into their natural desire to succeed, and to succeed.My tutoring approach is easy-going, focused, and highly individualized. These three elements complement and amplify each other. Time spent with me is more efficient and effective than classroom instruction, which must use what I call a one-size-fits-none approach. I help create a relaxed atmosphere and authentic connection that puts students at ease and allows optimal learning. Students often succeed with me even when they've been frustrated by subjects or other tutors and teachers. Students almost always see both their confidence and grades go up.I have outstanding references available on request.Online Tutoring PlatformsSkype or Gmail Video Chat are effective and convenient ways to tutor. While maintaining a visual connection to the student, I can use my computer as a whiteboard which I share with the student. (All whiteboard notes can be sent to the student after the session.)ContactYou can contact me from my website at www.achievewitheasetutoring.com, or call me at 510-499-5979.I look forward to hearing from you with any questions you may have.Chris    ",False
2021-10-28T18:32:51-0700,https://sfbay.craigslist.org/eby/lss/d/lafayette-tutor-harvard-grad-30-years/7400608605.html,None,Lafayette / Orinda / Moraga,East Bay,sf_bay_area,"Hi,My name is Chris Dingman. I'm a uniquely qualified, Bay Area-based math, science, writing, and SAT/ACT tutor.For the past year or so, I have done all tutoring online, which works well for one-on-one (less well for teaching groups!), but being fully vaccinated, I am now offering both in-person and online options.Since graduating summa cum laude from Harvard in 1987, I've been tutoring both in-person and online, teaching in both classrooms and homeschools, and helping various companies develop educational materials. In more than 30 years as a teacher and tutor, I have taught every middle and high school math course from pre-algebra through Calculus, and every high school science course. I am also a professional writer. I can help with: MATH: from basic arithmetic  through pre-algebra, algebra I, algebra II, geometry, trigonometry, pre-Calculus, and Calculus SCIENCE: including biology, chemistry, and physicsWRITING: including organizational help, sentence structure/style, and grammarI also specialize in ACT and SAT test prep. Along with my private practice, I've worked with educational content developers in the San Francisco Bay Area, which specialize in the creation and delivery of test-prep materials. You can find out more about me at my website at www.AchieveWithEaseTutoring.com, or read below for a little more about what I offer. My Approach:Teaching isn’t just knowing the answers. It’s an art. Current circumstances of course prohibit classroom teaching, but classrooms are often not the best environments in which to practice the art of teaching anyway. Working with me, teens feel a sense of calm and  confidence that allows them to think clearly, ask questions, tap into their natural desire to succeed, and to succeed.My tutoring approach is easy-going, focused, and highly individualized. These three elements complement and amplify each other. Time spent with me is more efficient and effective than classroom instruction, which must use what I call a one-size-fits-none approach. I help create a relaxed atmosphere and authentic connection that puts students at ease and allows optimal learning. Students often succeed with me even when they've been frustrated by subjects or other tutors and teachers. Students almost always see both their confidence and grades go up.I have outstanding references available on request.Online Tutoring PlatformsSkype or Gmail Video Chat are effective and convenient ways to tutor. While maintaining a visual connection to the student, I can use my computer as a whiteboard which I share with the student. (All whiteboard notes can be sent to the student after the session.)ContactYou can contact me from my website at www.achievewitheasetutoring.com, or call me at 510-499-5979.I look forward to hearing from you with any questions you may have.Chris    ",False
2021-10-28T16:16:45-0700,https://sfbay.craigslist.org/eby/lss/d/antioch-math-and-spanish-tutor/7400564264.html,30,Pittsburg / Antioch,East Bay,sf_bay_area,"(925)204-0559 * (925)204-0559  * (925)204-0559**Currently I am tutoring remotely using a Zoom or in person with the appropriate precautions **Tutoring is the key to pass a class and understand the subject in question. But, don't wait till is too late.I am an experienced Math and Spanish tutor.  I have a Bachelor's Degree in Applied Mathematics and I am a native Spanish speaker.  I tutor elementary math, pre-Algebra, Algebra, Statistics and Probability, Trigonometry, Geometry. My aim is to help students succeed and enjoy the subject so that they can master it.My rate is $30/hour. I have references.(925)204-0559 * (925)204-0559  * (925)204-0559    ",False
2021-10-28T14:48:04-0700,https://sfbay.craigslist.org/sby/lss/d/sunnyvale-expert-tutor-for-writing/7400527791.html,"[90, 60, 40]",Cupertino,South Bay,sf_bay_area,"Don't wait to get a tutor! This applies to struggling students or brilliant ones, as I can help both achieve their best.Would your student perform better in his or her subjects with a weekly tutor? I am here to help. I am a master tutor with fifteen years of experience bringing out the best of my students. I can help your student improve their English and Math skills, and maximize both learning and grades.I earned a graduate degree from Harvard University, and I specialize adapting my teaching style to each unique student. Additionally, I have lived overseas for five years, and so I have a speciality helping students who have English as a second language (ESL). I can help you with the following:ENGLISH: English classes,Writing, Grammar, StyleHISTORY & OTHER LIBERAL ARTS: History, Social Studies, Government, Political Science, etc.MATH: Arithmetic, Fractions, Algebra, Geometry, TrigonometrySCIENCE: Chemistry, Biology, PhysicsIndividualized TutoringEach student is different and I listen carefully so that our sessions are most productive. There is no substitute for one-on-one tutoring.Short Term or Long TermSome students have stayed with me their entire high school career. Others need just a bit of help to complete a difficult assignment. RatesIndividualized tutoring costs $90/hr for in-person or $60/hr for online. (AT LEAST UNTIL MAY  2022 CORONA VIRUS PRICING: $40/hr for online weekdays.) The introductory meeting is free without any obligation. I tutor online or in-person, and I use google docs and a whiteboard program for online students. Online tutoring works very well.NOTE: If your income has been disrupted due to the coronavirus, please indicate the hourly rate you are able to pay. ContactYou can text me or simply reply to this ad and we'll arrange a Zoom meeting.kenaritutor.com    ",True
2021-10-28T10:12:37-0700,https://sfbay.craigslist.org/sfc/lss/d/daly-city-12-tutor-elementary-middle/7400383296.html,40,Ingleside / Sfsu / Ccsf,San Francisco,sf_bay_area,"Back to School Sale!  🏷️ Your first session is just $40! Let’s catch up, keep up, or get ahead in school this year!👩‍🏫 Professional tutor and educational consultant is available for assistance with most K-12, college, and test prep subjects! She helps students understand concepts 🧠, complete assignments 📓, prepare for exams 📝, and build study skills 🔧.  Sessions are designed to help students of all learning abilities quickly catch up, keep up, and get ahead in school 💪. She works with parents 👨‍👩‍👦 and schools 🏫 to help students transform grades and reach academic goals 🏆. She also provides student advocacy and support for parents of students with IEPs and 504 plans. 🎯 🍏 Rated 5.0 on Google! ⭐⭐⭐⭐ https://g.page/terrifictutors?share      ✔️ 10+ years of experience helping students succeed!     ✔️ Sessions are fun, fast and extremely effective.      ✔️ Online platform is interactive and convenient using a virtual whiteboard and screen-sharing! 👩🏽‍💻📚 Tutoring Subjects include but are not limited to:🔸 🎒 Study Habits 🔸Time ManagementOrganizationGrade and Assignment ManagementNote Taking🔸 📖 English/Language Arts 🔸WritingReadingSpellingGrammarLiteratureReading ComprehensionReading Rehabilitation🔸 📐Mathematics🔸ArithmeticPre-AlgebraAlgebra IGeometryAlgebra IITrigonometryCalculusStatistics🔸🕵️‍♂️ Social Studies/History 🔸Social StudiesU.S. HistoryWorld HistoryEconomicsGovernmentPhilosophy🔸🔬Science 🔸Life, Earth, and Physical Sciences.BiologyChemistryPhysicsGeographyAstronomyGeology🔸🏙 Business 🔸AccountingFinanceEconomicsEconometrics🔸🇫🇷 Foreign Languages🔸FrenchSpanish🔸 📝 Test Preparation 🔸ISEEHSPTCHSPTSATACTCollege Writing Placement TestsCollege Math Placement TestsGREGMATand more...🎯 Customized rates and packages are available.📞 Call or text (424) 209-7663, or visit 📲 www.TerrificTutors.com for more information or to book online!©2020 Terrific Tutors®_______________________________________________Keywords: tutor, tutoring, professional tutor, elementary school, middle school, high school, elementary tutor, middle school tutor, high school tutor, college, college tutor, elementary school tutoring, high school tutoring, middle school tutoring, professional tutors, tutors, math tutor, english tutor, writing tutor, history tutor, reading tutor, reading comprehension tutor, times tables, multiplication, homework, homework help, test prep, test preparation, test prep tutor, test preparation tutor, economics tutor, accounting tutor, history tutor, french tutor, spanish tutor, statistics tutor, calculus tutor, geometry tutor, chemistry tutor, biology tutor, essay writing, essay help, writing, writing help, home school, home schooling, independent study. k, k-12, kindergarten, 1st grade, 2nd grade, 3rd grade, 4th grade, 5th grade, 6th grade, 7th grade, 8th grade, 9th grade, 10th grade, elementary school, middle school, high school, college, math, tutor     ",False
