date_posted,link,price,city,subregion,region,state,post_text,price_list,posts_scraped_on
2022-01-17T12:57:09-0500,https://boston.craigslist.org/bmw/lss/d/watertown-experienced-tutor-online-math/7434033608.html,,no city found,Metro West,boston,Massachusetts,"




Learn better, faster - and have more fun doing it!


Experienced Teaching Professional
-----------------------------------------------
I have been pursuing continual learning and teaching since graduating college, tutoring full time since 2017 and part time since 2008. I have always had a passion for learning, but I fell in love with teaching in high school. I have been loving it ever since: now I have over 12 years of tutoring experience with 300+ students. 

I've tutored for a number of professional organizations (e. g. https://www.gradepotentialtutoring.com, http://www.stemivy.com, Walnut Hills Alumni Association, OSU Young Scholar Program to name a few) but I now do most of my tutoring privately.

I teach a wide variety of subjects and students of all ages: engineering students, college students in multivariable calculus and calc-based physics (my favorites), grade school students with ADHD, high school students in AP classes or ACT/SAT prep, etc.

My focus is developing an understanding from the deepest roots of a concept to its sun and sky. I do NOT preach memorization or repetition. My students tell me that I’m easy to get along with, and always have a new way to explain an idea that isn't making sense. 

I consistently see a significant improvement in my students’ grades - part of what makes my job so satisfying! My passion is to make learning as easy and enjoyable as possible.


Proven Academic Success
---------------------------------------
I received a full scholarship to University of Cincinnati and held a 3.8 GPA through my master’s program in aerospace and mechanical engineering, graduating magna cum laude.
-99th percentile score on PSAT, SAT, and ACT
-Awarded the National Merit Scholarship
-35/36 ACT Math, 36/36 ACT Math and Science
-5/5 on the AP Calculus BC and AP Physcis C exams
-Ranked in state math and science competitions

I have helped countless students to exceed their own expectations with their grades and test scores. I can help beyond just knowing the material, but with strategies and time management techniques to test with confidence.


The Tutoring Experience
--------------------------------
I use a fantastic free whiteboard website (check out “bitpaper”) along with an artist tablet that allows me to write and draw.

It's super easy:
Snap screenshots or pictures of your assignment or study materials
Drag and drop onto the whiteboard
We video or audio chat while we write, draw, graph and collaborate on solutions. 

All of our notes are autosaved, organized, and available to you forever.


Rates and Scheduling
-------------------------------
I offer lower hourly rates for longer sessions:

1 hour 20 min-------$100
1 hour 40 min-------$115
2 hours---------------$130
>2 hours-------------$65/hr

Take $30 off your first session, and $60 off when you refer a new student to me. If you are not satisfied with the quality of help you receive, it's free.

I prefer communication by call or text, but email is fine too. Let me know if I can help you!! Please feel free to ask me for student and teacher references!


Reviews
------------
""Eric is very knowledgeable, has been able to connect our daughter to the material in a way that makes her excited to be learning, and has a GREAT attitude! In other words - the perfect tutor! If you hire him he'll reset the bar for what a tutor can be.""
-Andreas D.

""My tutoring experience with Eric has been great. He’s very knowledgeable and patient. I felt comfortable working with him, and he knows how to explain topics in plenty of ways to make them easy to understand. Math has always been the most difficult subject for me, but when I met Eric I gained a better understanding and my first ever A on my final exam!""
-Teonna C.

""Eric was my student in high school. He was the top student in the most demanding math course we offered at the time: AP Calculus BC. Not only was he a brilliant and diligent student, he also took first place in our math team competition. Eric is dependable, caring and well liked. He has the personality and intelligence to do absolutely anything he wants. Kids will love his energy and sense of humor. Students seeking help will be hard pressed to find a better candidate.""
-Susan C.


--------------------------------------------------------

Even if you don't see your subject listed here - ask me about help with your university graduate or undergraduate engineering, math, or science courses.

--------------------------------------------------------

Keywords:
science algebra statistics chemistry geometry pre-calculus precalculus precalc pre-algebra electricity and magnetism E&M circuits statics dynamics vectors mechanics polar cylindrical integrals derivatives trig trigonometry 1 calc 2 3 I II III A B C AB BC senior junior sophomore freshman 12th grader 11th grade 10th 9th advanced placement test exam university college private teacher one-on-one school help





--------------------------------------------------------


Harvard Cambridge MIT Massachusetts Institute of Technology Boston University College Northeastern Emerson Berklee Benjamin Franklin Suffolk Wentworth Bentley
Weston High School Woodland Field Country Brockton Lawrence Lowell Taunton Latin Framingham Lexington Newton Brookline Rindge Methuen Revere Everett Weymouth Malden Haverhill Acton Braintree Andover Lynn
Bay State College
Benjamin Franklin Institute of Technology
Bentley University
Berklee College of Music
Boston Architectural College
Boston Baptist College
Boston College
Boston Graduate School of Psychoanalysis
Boston University
Brandeis University
Bunker Hill Community College
Cambridge College
Curry College
Eastern Nazarene College
Emerson College
Emmanuel College
Fisher College
Harvard University
Hebrew College
Hellenic College and Holy Cross Greek Orthodox School of Theology
Hult International Business School
Labouré College
Lasell College
Lesley University
Longy School of Music of Bard College
Massachusetts College of Art and Design
Massachusetts College of Pharmacy and Health Sciences
Massachusetts Institute of Technology
William James College
MGH Institute of Health Professions
New England College of Optometry
New England Conservatory
New England Law | Boston
North Bennet Street School
Northeastern University
Quincy College
Roxbury Community College
Saint John's Seminary
Simmons University
Suffolk University
Tufts University
University of Massachusetts Boston
Urban College of Boston
Wentworth Institute of Technology
","[100, 115, 130, 65, 30, 60]",2022-01-26
2021-12-31T14:01:14-0500,https://westernmass.craigslist.org/lss/d/holyoke-experienced-high-school-college/7427098024.html,,Wmass/Westfield/Holyoke Area,no subregion found,westernmass,Massachusetts,"




....41 year veteran high school math teacher available to tutor all math subjects thru Calculus1...specialize in Calculus, Pre-Calculus, Advanced Trigonometry...also can help with SAT, ACT, MTEL ...available late afternoons, early evenings Mon-Fri and weekends...will come to your home, school, library or wherever you feel comfortable ( remote learning help available as well)....rates are $50/hr within 20 miles of Westfield..$55+/hr beyond (depending on distance).....if you have a friend/classmate and want to double up the rate is $30/pp/hr....feel free to email here and I will get back to you    ","[50, 55, 30]",2022-01-26
2022-01-11T19:50:22-0500,https://worcester.craigslist.org/lss/d/professional-math-tutoring-by-former/7431700130.html,,Worcester,no subregion found,worcester,Massachusetts,"




Over 30 years experience as a math teacher and tutor

Common Core, MCAS, SAT prep for high school and middle school students

Algebra 1 and 2, Geometry, Trigonometry, Precalculus, Finite Mathematics,

Calculus, Multivariable Calculus, Linear Algebra, Number Theory, Analysis



Princeton (BA) and Columbia (MA, Ph.D.) mathematics degrees


Taught at Columbia, Emory University, BYU, Centenary College, St. Lawrence University,

Connecticut College, and MATCH Charter HS Boston


Mathematics editor: 
elementary, middle school, high school textbooks, online lessons, assessments,
written, edited, and/or compiled high stakes exams for NYS/Common Core, PA, MA/MCAS, MTEL


Clear, personable, creative, down-to-earth


Rates

College students: $45/hr for calculus and below,

$50/hr for multivariable calculus and linear algebra,

$55/hr for real and complex analysis or other high level courses

Middle school and high school students: $50/hr, multiple student discounts available.

In all cases, there is a minimum of 1 hour per session.


PLEASE NOTE:
(1) At this moment I am available any day, but usually tutor only on weekends.
(2) I am not an expert in science or economics.
(3) I prefer that you come to me (in the center of Worcester), but I can come to you if you are close by.
(4) I am completely healthy and recovered from coronavirus in April.


Call Dr. Avidon at 508-459-9080.


Hire him before midnight tonight and get a beautiful set of prime numbers absolutely free!
    ","[45, 50, 55, 50]",2022-01-26
2021-12-27T18:17:07-0500,https://worcester.craigslist.org/lss/d/north-grafton-math-tutoring-by-college/7425615576.html,,North Grafton,no subregion found,worcester,Massachusetts,"




Over 15 years of experience as a MATH /STAT teacher and a tutor. 

-SAT Prep for high school and middle school students,  

-GRE prep for college students.  

-Other Areas, Probability, Statistics, Algebra, Calculus, Trigonometry, Precalculus, Finite Mathematics, Discrete Mathematics.  

Rates : 

College students: $55/hr for calculus and below, $60/hr for other classes, 

Middle school and high school students: $55/hr, multiple student discounts available. 

In all cases, there is a minimum of 1 hour per session. 


PLEASE NOTE:  

-At this moment I am available any day, but usually tutor only on weekends. 
-For SAT students, I am working only on the math content. 
-I prefer that you come to me (in north Grafton), but I can come to you if you are close by. 

Phone: 618 2033723. Please leave a text, I will call you within few hours.
","[55, 60, 55]",2022-01-26
2021-12-30T08:05:34-0800,https://lasvegas.craigslist.org/lss/d/las-vegas-local-online-math-tutor-pre/7426641890.html,,Las Vegas,no subregion found,lasvegas,Nevada,"




Helping Las Vegas students succeed in mathematics since 2008, from grade 6 through college and adult learners. Subjects range from pre-algebra to calculus, probability, statistics, linear algebra, and financial mathematics. All of my tutoring is currently conducted online by video call, using Zoom with screen sharing, annotation, and a complete Kindle library of math books as needed.

- Sessions rescheduled or cancelled 4 to 24 hours in advance are billed for half of the fee
- Sessions rescheduled or cancelled less than 4 hours in advance, and no-shows, are billed for the full fee

- $70 for 1 hour, $80 for 1.25 hours, or $90 for 1.5 hours
- Pay as you go, or prepay for 10 sessions for a 10% discount
- Electronic payment options: Zelle, Venmo, Cash App, or PayPal

(702) 882-MATH (6284)
Ken Marciel

Credentials:

- M.S. degree in Statistics, Texas A&M University (expected May 2022)
- Actuarial exams passed: Statistics for Risk Modeling (2018), Financial Mathematics (2016), Probability (2014)
- Highly Qualified Teacher, licensed in Secondary Mathematics, Clark County School District, 2009-2010

Client Testimonials:

""I officially passed math. I got a 86% on the final! I want to thank you for all your help I really appreciated it!"" —Laura W., UNLV MATH 123 - Statistical and Geometrical Concepts for Elementary School Teachers, 12/12/18

""Good morning Ken just to let you know Annisa got 92 and Amir 94 in geometry test. Thank you so much for your help"" —Geometry, ​Faith Lutheran MS & HS, 12/21/17

""He got a 94% on his chapter 5 test."" —parent, Las Vegas Day School, 12/2/17

""Colin actually pulled through at the last minute, and I know without a little bit of your help, he probably would have got a D or low C, but he actually got a B-"" —Precalculus Honors, Sierra Vista HS, 1/22/17​

""Ken is an amazing tutor!! He helped my son through high school so much. The skills that he was taught transferred well into college math. I would highly recommend him to anyone who is struggling with math!"" —Jackie H., 11/21/16

""I'm having a good time at IMG so far. I'm supposed to take Pre-Algebra but after they checked my assessment result, they put me in Honors Algebra 1. So now I am with a bunch of 8th graders and beyond. ​I just wanted to say thank you for everything you've taught me in math."" —Lauren R., 9/9/16

""Ryley just finished a math class at CSN. Ended up with 85% said it was all stuff he did with you! Thanks again as always!"" —Jackie H., 10/17/15

""Hi Ken. I just want to tell you that Anjelina got a 98% on her math. She was so happy."" —Accelerated Math, Grade 6,​ Las Vegas Day School, 9/4/15

""Ken! I got a 91% on my calculus test!"" —Danielle S., Calculus I (​MATH 181), UNLV, 12/5/14    ","[70, 80, 90]",2022-01-26
2022-01-17T09:58:13-0800,https://reno.craigslist.org/lss/d/reno-experienced-tutor-local-online/7434034261.html,,Reno,no subregion found,reno,Nevada,"




Learn better, faster - and have more fun doing it!


Experienced Teaching Professional
-----------------------------------------------
I have been pursuing continual learning and teaching since graduating college, tutoring full time since 2017 and part time since 2008. I have always had a passion for learning, but I fell in love with teaching in high school. I have been loving it ever since: now I have over 12 years of tutoring experience with 300+ students. 

I've tutored for a number of professional organizations (e. g. https://www.gradepotentialtutoring.com, http://www.stemivy.com, Walnut Hills Alumni Association, OSU Young Scholar Program to name a few) but I now do most of my tutoring privately.

I teach a wide variety of subjects and students of all ages: engineering students, college students in multivariable calculus and calc-based physics (my favorites), grade school students with ADHD, high school students in AP classes or ACT/SAT prep, etc.

My focus is developing an understanding from the deepest roots of a concept to its sun and sky. I do NOT preach memorization or repetition. My students tell me that I’m easy to get along with, and always have a new way to explain an idea that isn't making sense. 

I consistently see a significant improvement in my students’ grades - part of what makes my job so satisfying! My passion is to make learning as easy and enjoyable as possible.


Proven Academic Success
---------------------------------------
I received a full scholarship to University of Cincinnati and held a 3.8 GPA through my master’s program in aerospace and mechanical engineering, graduating magna cum laude.
-99th percentile score on PSAT, SAT, and ACT
-Awarded the National Merit Scholarship
-35/36 ACT Math, 36/36 ACT Math and Science
-5/5 on the AP Calculus BC and AP Physcis C exams
-Ranked in state math and science competitions

I have helped countless students to exceed their own expectations with their grades and test scores. I can help beyond just knowing the material, but with strategies and time management techniques to test with confidence.


The Tutoring Experience
--------------------------------
I use a fantastic free whiteboard website (check out “bitpaper”) along with an artist tablet that allows me to write and draw.

It's super easy:
Snap screenshots or pictures of your assignment or study materials
Drag and drop onto the whiteboard
We video or audio chat while we write, draw, graph and collaborate on solutions. 

All of our notes are autosaved, organized, and available to you forever.


Working together in person:
-------------------------------------
Although I do most of my tutoring online, I am local to Reno and happy to meet with you face-to-face.  This could be a coffee shop, library, your home, campus, etc. I will ask a driving fee which depends on the distance and time of driving.


Rates and Scheduling
-------------------------------
I offer lower hourly rates for longer sessions:

1 hour 20 min-------$100
1 hour 40 min-------$115
2 hours---------------$130
>2 hours-------------$65/hr

Take $30 off your first session, and $60 off when you refer a new student to me. If you are not satisfied with the quality of help you receive, it's free.

I prefer communication by call or text, but email is fine too. Let me know if I can help you!! Please feel free to ask me for student and teacher references!

I prefer communication by call or text, but email is fine too. Let me know if I can help you!! Please feel free to ask me for student and teacher references!


Reviews
------------
""Eric is very knowledgeable, has been able to connect our daughter to the material in a way that makes her excited to be learning, and has a GREAT attitude! In other words - the perfect tutor! If you hire him he'll reset the bar for what a tutor can be.""
-Andreas D.

""My tutoring experience with Eric has been great. He’s very knowledgeable and patient. I felt comfortable working with him, and he knows how to explain topics in plenty of ways to make them easy to understand. Math has always been the most difficult subject for me, but when I met Eric I gained a better understanding and my first ever A on my final exam!""
-Teonna C.

""Eric was my student in high school. He was the top student in the most demanding math course we offered at the time: AP Calculus BC. Not only was he a brilliant and diligent student, he also took first place in our math team competition. Eric is dependable, caring and well liked. He has the personality and intelligence to do absolutely anything he wants. Kids will love his energy and sense of humor. Students seeking help will be hard pressed to find a better candidate.""
-Susan C.


--------------------------------------------------------

Even if you don't see your subject listed here - ask me about help with your university graduate or undergraduate engineering, math, or science courses.

--------------------------------------------------------

Keywords:
science algebra statistics chemistry geometry pre-calculus precalculus precalc pre-algebra electricity and magnetism E&M circuits statics dynamics vectors mechanics polar cylindrical integrals derivatives trig trigonometry 1 calc 2 3 I II III A B C AB BC senior junior sophomore freshman 12th grader 11th grade 10th 9th advanced placement test exam university college private teacher one-on-one school help



UNR University of Nevada Reno
CCNN Career College of Northern Nevada
TMCC Truckee Meadows Community
WNC Western Nevada College
SNU Sierra Nevada University
Carrington
The Davidson Academy of Nevada. Davidson Academy School District
TMCC Magnet High School. Washoe County School District
Coral Academy High School
Academy of Art Careers and Technology
Reno High School
Robert McQueen High School
Galena High School
Damonte Ranch High School
Innovations
Earl Wooster
North Star
Procter R Hug
North Valleys
Connections
Washoe Inspire
Rainshadow Charter
","[100, 115, 130, 65, 30, 60]",2022-01-26
2022-01-11T00:17:41-0500,https://jerseyshore.craigslist.org/lss/d/long-branch-math-tutor/7431325634.html,,Ocean And Monmouth Counties,no subregion found,jerseyshore,New Jersey,"




Math Tutor - $45 
(Monmouth and Ocean: NJ) call Steven
$45 tutoring in your own home.
$35 online tutoring via google meet.

Math Tutor NJ Certified Math. Teacher (k-12).

23 years experience.
==============
Math Tutor: 

Basic Skills, General Math, Pre-Algebra, Algebra I, Geometry and SAT Math. .

ELEMENTARY, MIDDLE AND HIGH SCHOOL

Call or text Steven (609) 384 2459




math tutor , math tutor ,math tutor.
","[45, 45, 35]",2022-01-26
2022-01-20T08:36:50-0500,https://buffalo.craigslist.org/lss/d/buffalo-math-and-physics-tutor/7435238194.html,,Western Ny,no subregion found,buffalo,New York,"




Hello I am Rich the Tutor of WNY , A super affordable ($30.00 Hr.) educational driven tutor! 
(716-603-6637)
On Craigslist since 01 Jan.2017 

- I tutor and instruct all ages in the subject areas of Mathematics and Physics with a extremely high success rate. 

- I specialize in SAT, ACT, ASVAB testing, (All Entrance Exams), and IQ testing. 

- I tutor and instruct all levels from grade-school, through high-school, and graduate-school in college. 

- My fee: $30.00 an hour, in person or virtual-media and billed via: cash, check, or PayPal.

- My quote:  ""Math does not make the world go around, BUT it makes it a heck of a lot easier to figure out how!"" 

-My mission, To save time on tests by increasing the clients understanding and fluidity of Math and Science. Not just the How to but why and when. I instruct so we can go over the problems in a timely manner.

- My clients have a very high success rate: college entrance exams for placement into their college program of 
choice, ACT - SAT scores, and on line courses. ASVAB scores for military MOS of their desire, and graduate programs in a mathematical or science driven field.  References can be provided.   

-HOME WORK:  I not only tutor with understanding homework of a particular subject theory but I instruct the client so that the client has the best understanding of how and when to attack the material for all possible levels.

-TESTING:  I specialize in tutoring for the ACTs and SATs in Math. I hold degrees in Mathematics and in Science (Physics). I am a test taking pro that also can provide help with studying for college entrance exams, on line courses, and other programs. Because of the fields I have worked in I can bring correlations that no other tutor can. This helps in providing a unique and useful in way of Thinking Mathematically. I will instruct them in determining the ""how, why, and when - correlations"" for using cretin applications, formulas, calculators on all types of tests, homework, and in general problem solving ability. These include: Trigonometry ""Unit-Circular math"", Law of Sin, Law of Cos, the relationship of Tan with all their inverses, Parabolic Math, all Vector, all Algebra, all Calculus, and Probability Densities (Business Math: stats with the use of bell curves). I use the last 20 years of SATs to comprise my methods. I teach them when and when-not to use their calculator ""Tabular, Reverse Tabular, and Synthetic Division"" - (time is the key). Also I teach them a lot about formulas and their usage, identifiers, and how to solve for all-aspects of them. 

 -FEE:  My price is a standard $30.00 an hour for any helpful on site service that I provide. I have PayPal. Other services I offer I do not charge for, those services I will disclose at the initial free consultation.    

-MEETINGS:  The prep is similar on line SAT and ACT courses that can cost thousands. We can meet in a public place once or twice per week for 1hr. to 2hr. sessions, or more if needed, usually a coffee house or library. I will text a few days prior to our appointment for a conformation reminder, please get back as a confirmation. 

-VIRTUAL MEETING: On line through any media is possible, like: Messenger, Skype, or Zoom. 

-NOTE: The free consultation is a chat session with a little bit of work, to evaluate where I need to start with the student, at what functional understanding they have with the material, and to see if we are the right fit for each other. 

-About Me:  The collations I do are derived from my life experiences in sports, business,  military, production, construction, and mechanical fields. I volunteer a lot of time for education such as High School Equivalency Testing, Armed Forces ASVAB, and life coaching. I am the official Tutor for the Buffalo City Sewer Authority Millwright program through ECC. I am currently at Niagara University for my Masters in Teaching and then I plan on going for my doctoral in education. I understand special needs kids because I was one, still am one. I have dyslexia and ADHD, so I can relate to the difficulties of overcoming these issues. I have tutored many special needs clients in the past with great results. I my self have been in college since 1999 to the present, like I said I hold a few degrees. I am patient, straight forward, and honest in all that I do. My goal is not to keep seeing a client but to make them so strong that they can go out on their own and conquer any math (I call this ""MATH KUNG FU""). The way I bring math to people is unique and fluid so they can have the best understanding as possible. I build every student their own individual study guide to help them along the way. It is sort of pointless studying for the SAT by just doing problems out of the book before the student has all the information (rules) to attack any problem. I have systematically devised a program to accelerate the learning curve and recollection rate of my students for any tests they are taking. Most of my students average 3 months with me, then go on their own, averaging about an A. I do this because I actually care about education and paying it forward. I do not do a ton of problems because I prepare the student for the next level, how to attack all possible problems, and get them to think systematically to dissect any problem they may encounter.  

Thank you for your time and consideration, Rich the Tutor @ (716-603-6637).

","[30, 30, 30]",2022-01-26
2022-01-19T17:13:21-0500,https://newyork.craigslist.org/mnh/lss/d/new-york-columbia-university-tutor-math/7435066317.html,,no city found,Manhattan,newyork,New York,"




𝔸𝕓𝕠𝕦𝕥 𝕞𝕖

Hi! I'm Adam, and I'm offering tutoring for college level mathematics, computer science, and statistics.  My undergraduate studies were at Brandeis, and I attended Columbia University for graduate studies.  

Professionalism

As a full-time tutor, I take my responsibilities very seriously.  I show up to appointments on-time and prepared.  

Experience

I've helped people to understand some of the most challenging courses.  I've worked with students from elite universities including Columbia, NYU, UPenn, Harvard, Princeton, Yale, Brown, Cornell, and more.  I've also worked with graduate students in the social sciences to help analyze their data sets, as well as assisted a marketing firm and a tech security firm.

High school to grad school

I also enjoy working with high school students of any academic level, if they are very motivated.  I love math and science and I love sharing them with students!  One of the most common responses that I get from students when I explain something is ""It looks so easy when you do it!""  

Please contact me for more information, including references and ratings which you can view on my WyzAnt profile.

𝔻𝕚𝕤𝕔𝕠𝕦𝕟𝕥 𝕡𝕠𝕝𝕚𝕔𝕚𝕖𝕤

The prices listed below are the base-rate.  Discounts are possible for several factors, including keeping a regular tutoring schedule, and meeting for more hours per meeting.  

To give some examples:  Holding a weekly schedule (without cancellations or rescheduling) applies a $10 discount.  Meeting for 2 hours per appointment applies another $5 discount, and meeting for 3 hours per appointment applies a further $5 discount.

Feel free to inquire about other available discounts.

𝕊𝕦𝕓𝕛𝕖𝕔𝕥𝕤
$100 per hour subjects

Algebra
Geometry
Trigonometry and Precalculus
Calculus 1 through 3 (including vector analysis and multivariate calculus)
Linear Algebra (including QR, LU, SVD, Jordan form, and the theory of vector spaces)
Ordinary Differential Equations (including series solutions, matrix methods, Laplace transforms, and regular singular points)
Advanced Calculus, also called Modern Analysis or Real Analysis (Different universities use different names for this topic, so what I mean by this is the content of Rudin's book Principles of Mathematical Analysis.)
Discrete Math
Foundations and proof writing
Symbolic Logic
Programming in Python, OCaml, Java, JavaScript, Haskell, C
Introductory Computer Science
Introductory Statistics with Calculus and programming in R or Python
Real Analysis, which can also be called graduate-level Mathematical Analysis, Measure Theory, Functional Analysis (the content of Royden's Real Analysis)

$150 per hour

Abstract Algebra, including Groups, Modules, Rings, and Fields (i.e. the content of Dummit and Foote's book Abstract Algebra)
Mathematical Logic
Theory of Computation, Automata Theory, Complexity Theory
Computer Circuits (the content of Nisan and Shocken's nand2tetris and Barak's Introduction to the Theory of Computation)
Algorithms and Data Structures
Graph Theory
Complex Analysis (aka Complex Variables, Functions of a Complex Variable)
Combinatorics
Point-set Topology
Probability Theory and Mathematical Statistics
Design of Programming Languages
Modal and Nonclassical Logic
Object-oriented and functional programming paradigms

ℍ𝕠𝕨 𝕥𝕠 𝕔𝕠𝕟𝕥𝕒𝕔𝕥 𝕞𝕖
 Important:   When you contact me, please attach to your email any files that will help me assess what you're studying.  This can include 


Course syllabus
A homework that you want to work on
A code ""stub"" or ""starter code"" that shows how the professor expects the code to be implemented.  

 𝕃𝕠𝕘𝕚𝕤𝕥𝕚𝕔𝕤

I'm only available for online meetings.  We can use Skype, Zoom, or other platforms.  I use a digitizer pen together with the Vibe app to give real-time hand-written solutions.  I can also use other apps like Google Jamboard, Overleaf, or screen-sharing to do assisted coding projects.
    ","[10, 5, 5, 100, 150]",2022-01-26
2022-01-12T14:36:57-0500,https://rochester.craigslist.org/lss/d/rochester-science-and-math-tutor/7431996309.html,,Rochester Ny,no subregion found,"rochester,ny",New York,"




Private Math and Science Tutoring - Cornell University 2004 graduate 3.25GPA >
Verifiable:  University provides my official college transcript sent from their server to your email with 72 hours of us putting in the request……..but here it is below for you……. A little more background first…….I worked for various Biotech firms, Engineering firms, and the University of Rochester in various technician positions prior to switching entirely to private tutoring approximately ten years ago…….( worked at Integrated Nanotechnologies on Lehigh Station Road, Porous Materials Incorporated in Ithaca NY, and GME Consultants in Minneapolis MN…….the rest of the tech work was at the U of R in Pharmacology and Physiology and also in Orthopaedics…… but also there in various labs during my one year Biochemisty PhD attempt which I dropped out of when I realized I didn’t want the workload of graduate school……hey it is what it is………..so anyways, I generally tutor downtown on Park Avenue….Cafe Sasso works well…….or Monroe Avenue (used to do Starbucks quite a bit)......if we have to Zoom that’s an option though……hit me up text or call five eight five four seven zero three six three nine generally faster than shooting me an email but that is also ok if you want to do that….ok now here’s the transcript:
Fall 1999:                                                                        Spring 2000:
ABEN 151 Intro to Computing             B               ABEN 200 Life After Graduation                                    B
BIO G 1 Biological Sciences Recitation  SX         AS&RC 100  FWS: Blk Exp WT: Mod Af Am Music     A
BIO G 101 Biological Sciences Lecture      A-      BIO G 102 Biological Sciences Lecture                          B
BIO G 103 Biological Sciences Lab            C+      BIO G 104 Biological Sciences Lab                               B
MATH 193 Calculus for Engineers              A-       MATH 192 Calculus for Engineers                                 A
MUSIC 151 Tonal Theory 1                         B+      MUSIC 340 Cornell Jazz Ensembles                            A
MUSIC 153 Musicianship 1                         B+      PHYSICS I Mechanics                                                   A-
MUSIC  339 Cornell Jazz Ensemble           A-

Summer 2000:  M&AE 221 Thermodynamics      B     PHYSICS 213  Heat, Electricity, & Magnetism       B+

Fall 2000:                                                                                Spring 2001:
ABEN 250 Eng Applications in Biological Systems    A-    ABEN 301 Renewable Energy Systems              B+
CHEM 251 Intro to Experimental Organic Chem        B      ABEN 365  Properties of Biological Materials   B
CHEM 357 Organic Chemistry for Life Sciences       B       BIOBM 330 Principles of Biochem Indiv Instr  B+
MATH 293 Engineering Math                                     B+     BIOBM 334 Comp Graphics and Molec Bio     A-
MUSIC 339 Cornell Jazz Ensemble                            A        BIONB 222 Intro to Neurobiology                    B
                                                                                                ENGRD 202 Mechanics of Solids                     A-
                                                                                                MUSIC 340 Cornell Jazz Ensemble                  A
                                                                                                MUSIC 440 Experimental Lab Ensemble          A

Summer 2001:   BIOMI 290 General Microbiology Lec    A    BIOMI 291 General Microbiology Lab         B

Fall 2001,                                                                                      Spring 2002
ABEN 350  Bio and Env Transport Processes         A                   ABEN 152  Matlab                                   B+
CHEM 207 General Chemistry                               A-                  ABEN 152  Presentation Tool for Eng      A
CHEME 323 Fluid Mechanics                                B                   ABEN 659  Biosensors                               A-
MATH 294 Engineering Math                                 A-                 CHEM 208 General Chemistry                     B
MUSIC 321 Indiv Instr Outside Cornell                 B-                  COM S 211 Computers and Programming   S
                                                                                                        COM S 212 Java Practicum                       C-
Spring 2003                                                                                     
BEE 484  Metabolic Engineering                                            B+
BEE 489 Eng Entrepreneurship Mgmt & Ethics                      C
COM L 101 FWS: Char & Cont: The Toxic Muse                   D-
MUSIC 152 Tonal Theory II                                                    W
MUSIC 154 Musicianship II                                                    W

Summer 2003   BIOGD 281   Genetics                                    B-

& finally.......22 credits from the University of Rochester applied to the continuing education program (includes Electrical Engineering Circuits, Probability and Statistics for Science and Engineering, graduate school Biochemistry, graduate school Cell Biology, another undergrad Biotechnology class, and something else I cannot put my finger on at the moment, I really need to reach out to the U of R to get the official list) but hey hit me up text or call five eight five four seven zero three six three nine generally faster than shooting me a reply email.  Let me know what you've got going on and we can talk about what hourly rate is going to work for us but we're generally looking at $15 an hour for high-school level subjects, $20 an hour for college-level, and $25 an hour for graduate-school level subjects.   So yes, also want to throw in that I am also open to tutoring Geometry and/or Precalculus and/or Algebra I and II.  And just for the record the rates are approximately half the going rate for someone with my education because I am a firm believer in community-service, so yeah, you're welcome.......anyways hit me up
    ","[15, 20, 25]",2022-01-26
